image_id,pred_instance_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,pred_area,image_density_bucket,local_density,local_density_bucket,neighbor_count,distance_peak_count,overlap_gt_count,significant_overlap_gt_count,overlaps_multiple_gt,matched,matched_iou,fp_type,gt_overlap_instance_ids,significant_gt_overlap_instance_ids,merged_into_other_gt_hits,merged_into_other_gt_hit_count,covers_merged_into_other,suspicion_score,candidate_rank_global,candidate_rank_in_image,bbox
hurricane-harvey_00000377,30,360,610,419,739,5295,dense,0.842495,dense,2,1,1,1,0,1,0.856931,,27,27,,0,0,5.0,3293,8,"[360, 610, 419, 739]"
palu-tsunami_00000082,16,762,129,826,228,5290,dense,0.958589,dense,2,1,1,1,0,1,0.909882,,25,25,,0,0,5.0,3294,33,"[762, 129, 826, 228]"
mexico-earthquake_00000076,51,330,433,436,521,5270,dense,0.773994,medium,2,1,1,1,0,1,0.81639,,49,49,,0,0,5.0,3295,33,"[330, 433, 436, 521]"
palu-tsunami_00000117,21,952,334,1024,452,5257,dense,1.584954,dense,3,1,1,1,0,1,0.832963,,24,24,,0,0,5.0,3296,17,"[952, 334, 1024, 452]"
socal-fire_00001096,31,420,332,540,396,5228,dense,1.273777,dense,3,1,1,1,0,0,,over_split_fragment,37,37,,0,0,5.0,3297,4,"[420, 332, 540, 396]"
hurricane-harvey_00000163,9,907,8,988,92,5213,dense,1.112347,dense,2,1,1,1,0,1,0.846453,,8,8,,0,0,5.0,3298,13,"[907, 8, 988, 92]"
mexico-earthquake_00000163,94,728,461,805,572,5213,dense,0.810537,medium,2,1,1,1,0,1,0.764341,,69,69,,0,0,5.0,3299,55,"[728, 461, 805, 572]"
hurricane-michael_00000203,28,134,296,210,389,5212,dense,0.909918,dense,2,1,1,1,0,1,0.943149,,29,29,,0,0,5.0,3300,3,"[134, 296, 210, 389]"
hurricane-michael_00000197,30,147,642,257,718,5209,dense,1.231527,dense,3,1,1,1,0,1,0.915534,,26,26,,0,0,5.0,3301,6,"[147, 642, 257, 718]"
mexico-earthquake_00000061,127,935,646,985,809,5192,dense,1.159286,dense,3,1,1,1,0,1,0.875705,,143,143,,0,0,5.0,3302,49,"[935, 646, 985, 809]"
hurricane-harvey_00000390,16,713,64,781,182,5189,dense,0.832501,dense,2,1,2,1,0,1,0.752167,,16|17,17,,0,0,5.0,3303,19,"[713, 64, 781, 182]"
midwest-flooding_00000011,8,638,116,724,251,5186,dense,0.670017,medium,2,1,1,1,0,1,0.938199,,9,9,,0,0,5.0,3304,6,"[638, 116, 724, 251]"
palu-tsunami_00000165,47,332,423,408,571,5180,dense,1.010782,dense,3,1,1,1,0,1,0.894188,,47,47,,0,0,5.0,3305,15,"[332, 423, 408, 571]"
hurricane-harvey_00000018,94,468,712,582,799,5175,dense,0.744103,medium,2,1,1,1,0,1,0.874012,,92,92,,0,0,5.0,3306,12,"[468, 712, 582, 799]"
palu-tsunami_00000143,12,427,452,531,536,5175,dense,0.804376,medium,2,1,1,1,0,0,,over_split_fragment,10,10,,0,0,5.0,3307,12,"[427, 452, 531, 536]"
palu-tsunami_00000008,27,63,92,184,184,5163,dense,1.039501,dense,3,1,1,1,0,1,0.826629,,31,31,,0,0,5.0,3308,15,"[63, 92, 184, 184]"
hurricane-harvey_00000441,91,537,904,601,1002,5145,dense,1.027961,dense,2,1,1,1,0,1,0.740914,,71,71,,0,0,5.0,3309,15,"[537, 904, 601, 1002]"
palu-tsunami_00000146,57,120,490,204,568,5145,dense,0.951656,dense,2,1,1,1,0,0,,over_split_fragment,46,46,,0,0,5.0,3310,22,"[120, 490, 204, 568]"
hurricane-harvey_00000135,42,401,672,511,727,5106,dense,0.965904,dense,2,1,1,1,0,1,0.87816,,41,41,,0,0,5.0,3311,10,"[401, 672, 511, 727]"
palu-tsunami_00000163,18,110,102,156,231,5098,dense,1.413095,dense,3,1,1,1,0,1,0.910893,,14,14,,0,0,5.0,3312,18,"[110, 102, 156, 231]"
midwest-flooding_00000048,72,847,692,996,732,5071,dense,0.920132,dense,2,1,1,1,0,1,0.930206,,78,78,,0,0,5.0,3313,11,"[847, 692, 996, 732]"
mexico-earthquake_00000080,15,192,18,277,148,5057,dense,0.745712,medium,2,1,1,1,0,1,0.833906,,7,7,,0,0,5.0,3314,37,"[192, 18, 277, 148]"
mexico-earthquake_00000121,127,93,718,201,812,5054,dense,1.103915,dense,3,1,1,1,0,1,0.813841,,107,107,,0,0,5.0,3315,43,"[93, 718, 201, 812]"
mexico-earthquake_00000076,132,915,886,1024,982,5028,dense,0.886525,dense,2,1,2,1,0,1,0.609292,,111|119,119,,0,0,5.0,3316,34,"[915, 886, 1024, 982]"
palu-tsunami_00000165,92,357,851,408,989,5024,dense,0.860956,dense,2,1,2,1,0,1,0.6649,,90|108,108,,0,0,5.0,3317,16,"[357, 851, 408, 989]"
socal-fire_00000263,100,740,937,845,1024,5007,dense,0.994481,dense,2,1,1,1,0,1,0.646975,,102,102,,0,0,5.0,3318,14,"[740, 937, 845, 1024]"
guatemala-volcano_00000021,17,796,748,917,826,5003,medium,1.522649,dense,4,1,1,1,0,0,,unknown,14,14,,0,0,5.0,3319,2,"[796, 748, 917, 826]"
mexico-earthquake_00000124,12,750,0,838,127,4990,dense,1.241311,dense,3,1,1,1,0,0,,over_split_fragment,13,13,,0,0,5.0,3320,30,"[750, 0, 838, 127]"
mexico-earthquake_00000095,34,0,611,55,780,4977,medium,0.493316,medium,1,1,2,2,1,1,0.552273,,14|22,14|22,14,1,1,5.0,3321,3,"[0, 611, 55, 780]"
mexico-earthquake_00000080,59,231,290,345,378,4962,dense,0.739208,medium,2,1,1,1,0,1,0.729083,,31,31,,0,0,5.0,3322,38,"[231, 290, 345, 378]"
hurricane-harvey_00000355,11,263,22,324,176,4918,dense,0.769231,medium,2,1,2,1,0,1,0.558287,,13|26,13,,0,0,5.0,3323,17,"[263, 22, 324, 176]"
santa-rosa-wildfire_00000213,62,30,404,150,472,4911,dense,0.832501,dense,2,1,1,1,0,1,0.900501,,71,71,,0,0,5.0,3324,19,"[30, 404, 150, 472]"
mexico-earthquake_00000005,97,510,587,648,668,4908,dense,1.02424,dense,3,1,1,1,0,1,0.83447,,110,110,,0,0,5.0,3325,35,"[510, 587, 648, 668]"
mexico-earthquake_00000010,112,317,583,419,712,4898,dense,0.624259,medium,2,1,1,1,0,1,0.660604,,89,89,,0,0,5.0,3326,33,"[317, 583, 419, 712]"
mexico-earthquake_00000061,108,845,515,961,623,4884,dense,0.968992,dense,3,1,1,1,0,1,0.79572,,127,127,,0,0,5.0,3327,50,"[845, 515, 961, 623]"
mexico-earthquake_00000157,32,458,839,552,964,4879,dense,1.004621,dense,3,1,1,1,0,0,,over_split_fragment,16,16,,0,0,5.0,3328,21,"[458, 839, 552, 964]"
hurricane-harvey_00000360,169,920,709,1024,779,4865,dense,1.646181,dense,3,1,1,1,0,1,0.885833,,123,123,,0,0,5.0,3329,12,"[920, 709, 1024, 779]"
mexico-earthquake_00000065,52,713,242,825,401,4863,dense,0.76437,medium,3,1,1,1,0,0,,over_split_fragment,37,37,,0,0,5.0,3330,40,"[713, 242, 825, 401]"
mexico-earthquake_00000006,60,905,466,1024,576,4854,dense,0.761209,medium,2,1,2,1,0,1,0.842044,,78|89,89,,0,0,5.0,3331,58,"[905, 466, 1024, 576]"
socal-fire_00000498,51,14,308,126,408,4841,dense,0.771843,medium,2,1,1,1,0,0,,over_split_fragment,36,36,,0,0,5.0,3332,1,"[14, 308, 126, 408]"
hurricane-harvey_00000096,43,68,342,133,422,4827,dense,1.076658,dense,2,1,1,1,0,1,0.680785,,34,34,,0,0,5.0,3333,22,"[68, 342, 133, 422]"
hurricane-florence_00000184,47,326,761,410,871,4825,dense,0.776639,medium,2,1,1,1,0,1,0.916584,,46,46,,0,0,5.0,3334,2,"[326, 761, 410, 871]"
palu-tsunami_00000181,140,789,723,897,791,4821,dense,0.880902,dense,2,1,1,1,0,1,0.864761,,167,167,,0,0,5.0,3335,44,"[789, 723, 897, 791]"
palu-tsunami_00000032,2,345,0,450,78,4819,medium,0.537924,medium,1,1,2,2,1,1,0.744928,,2|4,2|4,4,1,1,5.0,3336,3,"[345, 0, 450, 78]"
palu-tsunami_00000135,8,334,29,403,143,4818,dense,0.859291,dense,2,1,1,1,0,1,0.764351,,10,10,,0,0,5.0,3337,9,"[334, 29, 403, 143]"
hurricane-harvey_00000202,25,129,136,208,288,4796,dense,0.647501,medium,2,1,1,1,0,1,0.593148,,18,18,,0,0,5.0,3338,8,"[129, 136, 208, 288]"
hurricane-harvey_00000441,7,492,57,554,149,4795,dense,1.017501,dense,2,1,1,1,0,1,0.919714,,8,8,,0,0,5.0,3339,16,"[492, 57, 554, 149]"
mexico-earthquake_00000076,101,904,730,999,820,4779,dense,0.854409,dense,2,1,1,1,0,1,0.720864,,94,94,,0,0,5.0,3340,35,"[904, 730, 999, 820]"
mexico-earthquake_00000117,68,261,343,367,432,4715,dense,0.768935,medium,2,1,2,1,0,1,0.686937,,131|149,131,,0,0,5.0,3341,79,"[261, 343, 367, 432]"
mexico-earthquake_00000063,82,848,704,941,810,4711,dense,0.0,sparse,0,2,1,1,0,1,0.736719,,127,127,,0,0,5.0,3342,38,"[848, 704, 941, 810]"
hurricane-harvey_00000456,23,964,535,1007,663,4709,dense,1.132246,dense,2,1,1,1,0,1,0.909524,,29,29,,0,0,5.0,3343,33,"[964, 535, 1007, 663]"
hurricane-harvey_00000355,23,157,73,277,123,4681,dense,0.953471,dense,2,1,1,1,0,1,0.867627,,24,24,,0,0,5.0,3344,18,"[157, 73, 277, 123]"
mexico-earthquake_00000065,32,336,98,514,195,4680,dense,0.769981,medium,3,1,1,1,0,1,0.614396,,24,24,,0,0,5.0,3345,41,"[336, 98, 514, 195]"
hurricane-harvey_00000135,5,471,21,582,117,4679,dense,0.767018,medium,2,1,1,1,0,0,,over_split_fragment,5,5,,0,0,5.0,3346,11,"[471, 21, 582, 117]"
mexico-earthquake_00000061,90,362,426,448,497,4677,dense,0.987654,dense,2,1,1,1,0,1,0.937284,,113,113,,0,0,5.0,3347,51,"[362, 426, 448, 497]"
hurricane-florence_00000421,15,435,476,560,536,4674,medium,2.13347,dense,5,1,2,1,0,0,,over_split_fragment,12|14,14,,0,0,5.0,3348,1,"[435, 476, 560, 536]"
mexico-earthquake_00000095,31,0,439,77,604,4666,medium,1.6025,dense,4,1,1,1,0,1,0.538986,,11,11,,0,0,5.0,3349,4,"[0, 439, 77, 604]"
palu-tsunami_00000117,30,927,457,1024,544,4625,dense,1.026747,dense,2,1,1,1,0,1,0.859555,,31,31,,0,0,5.0,3350,18,"[927, 457, 1024, 544]"
hurricane-harvey_00000135,6,538,88,598,226,4589,dense,0.798467,medium,2,1,1,1,0,0,,over_split_fragment,5,5,,0,0,5.0,3351,12,"[538, 88, 598, 226]"
palu-tsunami_00000091,76,76,599,167,673,4574,dense,0.935016,dense,2,1,2,1,0,0,,unknown,91|92,91,,0,0,5.0,3352,33,"[76, 599, 167, 673]"
hurricane-harvey_00000143,5,300,18,360,124,4564,medium,0.0,sparse,0,1,2,2,1,1,0.584404,,2|8,2|8,8,1,1,5.0,3353,2,"[300, 18, 360, 124]"
palu-tsunami_00000094,89,659,941,743,1024,4559,dense,1.762632,dense,3,1,2,1,0,0,,over_split_fragment,104|124,124,,0,0,5.0,3354,30,"[659, 941, 743, 1024]"
hurricane-harvey_00000023,57,768,703,845,792,4555,dense,0.927085,dense,2,1,1,1,0,1,0.896012,,58,58,,0,0,5.0,3355,7,"[768, 703, 845, 792]"
hurricane-harvey_00000390,29,0,158,61,259,4553,dense,1.303356,dense,2,1,1,1,0,1,0.877522,,28,28,,0,0,5.0,3356,20,"[0, 158, 61, 259]"
hurricane-harvey_00000135,19,607,347,696,475,4547,dense,0.680828,medium,2,1,2,1,0,1,0.797136,,13|18,18,,0,0,5.0,3357,13,"[607, 347, 696, 475]"
palu-tsunami_00000004,1,213,0,279,99,4540,dense,1.761597,dense,3,1,1,1,0,1,0.872496,,1,1,,0,0,5.0,3358,9,"[213, 0, 279, 99]"
mexico-earthquake_00000121,37,0,159,75,280,4535,dense,1.010356,dense,2,1,1,1,0,1,0.77198,,32,32,,0,0,5.0,3359,44,"[0, 159, 75, 280]"
midwest-flooding_00000071,7,69,70,254,99,4535,dense,0.86367,dense,2,1,1,1,0,1,0.775022,,8,8,,0,0,5.0,3360,10,"[69, 70, 254, 99]"
palu-tsunami_00000114,19,940,39,1024,117,4534,dense,1.214182,dense,2,1,1,1,0,1,0.886836,,21,21,,0,0,5.0,3361,43,"[940, 39, 1024, 117]"
mexico-earthquake_00000028,15,500,20,608,112,4533,dense,1.21124,dense,3,1,1,1,0,1,0.852149,,15,15,,0,0,5.0,3362,16,"[500, 20, 608, 112]"
hurricane-michael_00000123,55,396,709,517,750,4529,dense,1.029601,dense,2,1,1,1,0,1,0.906732,,57,57,,0,0,5.0,3363,5,"[396, 709, 517, 750]"
palu-tsunami_00000165,16,60,109,129,197,4521,dense,0.989315,dense,2,1,1,1,0,1,0.869038,,17,17,,0,0,5.0,3364,17,"[60, 109, 129, 197]"
santa-rosa-wildfire_00000236,6,151,11,250,61,4508,dense,1.319348,dense,2,1,1,1,0,1,0.863878,,5,5,,0,0,5.0,3365,8,"[151, 11, 250, 61]"
hurricane-harvey_00000390,35,470,183,562,264,4498,dense,0.884173,dense,2,1,1,1,0,1,0.827547,,34,34,,0,0,5.0,3366,21,"[470, 183, 562, 264]"
mexico-earthquake_00000058,104,228,325,324,396,4475,dense,1.388889,dense,3,1,1,1,0,1,0.658522,,91,91,,0,0,5.0,3367,48,"[228, 325, 324, 396]"
socal-fire_00000498,46,536,278,626,370,4472,dense,0.832501,dense,2,1,1,1,0,1,0.658204,,40,40,,0,0,5.0,3368,2,"[536, 278, 626, 370]"
mexico-earthquake_00000076,35,315,359,430,411,4464,dense,0.963206,dense,2,1,1,1,0,0,,over_split_fragment,19,19,19,1,1,5.0,3369,36,"[315, 359, 430, 411]"
midwest-flooding_00000071,21,743,441,827,521,4441,dense,0.938438,dense,2,1,1,1,0,1,0.685391,,23,23,,0,0,5.0,3370,11,"[743, 441, 827, 521]"
palu-tsunami_00000146,16,603,39,697,123,4438,dense,0.855286,dense,2,1,1,1,0,1,0.801402,,15,15,,0,0,5.0,3371,23,"[603, 39, 697, 123]"
palu-tsunami_00000094,8,291,26,359,128,4435,dense,0.94697,dense,2,1,1,1,0,1,0.849685,,9,9,,0,0,5.0,3372,31,"[291, 26, 359, 128]"
hurricane-harvey_00000202,58,520,595,581,711,4428,dense,1.333333,dense,3,1,2,1,0,1,0.791149,,42|50,50,,0,0,5.0,3373,9,"[520, 595, 581, 711]"
hurricane-harvey_00000018,51,680,381,811,432,4412,dense,0.891862,dense,2,1,1,1,0,1,0.833113,,53,53,,0,0,5.0,3374,13,"[680, 381, 811, 432]"
mexico-earthquake_00000135,57,55,301,158,378,4410,dense,1.274048,dense,3,1,1,1,0,1,0.505791,,91,91,,0,0,5.0,3375,54,"[55, 301, 158, 378]"
mexico-earthquake_00000005,43,882,198,992,292,4401,dense,0.727484,medium,2,1,1,1,0,1,0.854967,,49,49,,0,0,5.0,3376,36,"[882, 198, 992, 292]"
palu-tsunami_00000151,9,888,0,999,85,4383,dense,1.526252,dense,3,1,1,1,0,1,0.874713,,11,11,,0,0,5.0,3377,28,"[888, 0, 999, 85]"
santa-rosa-wildfire_00000269,5,551,649,644,735,4373,medium,0.0,sparse,0,1,2,2,1,1,0.511912,,6|7,6|7,7,1,1,5.0,3378,1,"[551, 649, 644, 735]"
santa-rosa-wildfire_00000074,71,338,743,429,815,4372,dense,0.948767,dense,2,1,1,1,0,1,0.880554,,91,91,,0,0,5.0,3379,25,"[338, 743, 429, 815]"
hurricane-michael_00000418,24,206,770,399,795,4370,dense,0.874393,dense,2,1,1,1,0,1,0.868421,,25,25,,0,0,5.0,3380,4,"[206, 770, 399, 795]"
palu-tsunami_00000165,80,781,794,913,879,4363,dense,0.684838,medium,2,1,1,1,0,1,0.875915,,80,80,,0,0,5.0,3381,18,"[781, 794, 913, 879]"
mexico-earthquake_00000178,35,26,424,116,513,4355,dense,1.324854,dense,3,1,1,1,0,1,0.742369,,46,46,,0,0,5.0,3382,14,"[26, 424, 116, 513]"
socal-fire_00000263,11,757,187,827,293,4347,dense,1.316945,dense,3,1,1,1,0,1,0.698479,,7,7,,0,0,5.0,3383,15,"[757, 187, 827, 293]"
mexico-earthquake_00000006,58,760,448,879,515,4340,dense,0.834272,dense,2,1,1,1,0,1,0.726801,,86,86,,0,0,5.0,3384,59,"[760, 448, 879, 515]"
hurricane-harvey_00000011,13,565,68,609,173,4339,dense,1.643655,dense,3,1,1,1,0,1,0.768832,,17,17,,0,0,5.0,3385,26,"[565, 68, 609, 173]"
hurricane-michael_00000176,81,754,794,844,867,4337,dense,0.947957,dense,2,1,1,1,0,1,0.780462,,80,80,,0,0,5.0,3386,2,"[754, 794, 844, 867]"
mexico-earthquake_00000065,1,38,0,79,125,4336,dense,1.819836,dense,3,1,1,1,0,1,0.626886,,1,1,,0,0,5.0,3387,42,"[38, 0, 79, 125]"
hurricane-harvey_00000453,73,591,713,676,785,4319,dense,0.986972,dense,2,1,1,1,0,1,0.912069,,70,70,,0,0,5.0,3388,12,"[591, 713, 676, 785]"
hurricane-michael_00000123,28,420,208,521,264,4319,dense,1.010101,dense,2,1,1,1,0,1,0.938859,,30,30,,0,0,5.0,3389,6,"[420, 208, 521, 264]"
mexico-earthquake_00000012,62,741,529,788,631,4280,dense,1.085423,dense,2,1,1,1,0,1,0.921443,,72,72,,0,0,5.0,3390,25,"[741, 529, 788, 631]"
hurricane-harvey_00000483,76,457,609,514,710,4279,dense,1.001753,dense,2,1,1,1,0,1,0.861662,,68,68,,0,0,5.0,3391,13,"[457, 609, 514, 710]"
mexico-earthquake_00000117,34,846,150,944,219,4268,dense,0.928247,dense,2,1,1,1,0,0,,over_split_fragment,24,24,,0,0,5.0,3392,80,"[846, 150, 944, 219]"
mexico-earthquake_00000139,15,598,153,698,228,4256,dense,1.31602,dense,3,1,2,1,0,1,0.659888,,31|32,32,,0,0,5.0,3393,25,"[598, 153, 698, 228]"
hurricane-harvey_00000453,4,918,17,989,111,4237,dense,1.036001,dense,2,1,1,1,0,1,0.891961,,4,4,,0,0,5.0,3394,13,"[918, 17, 989, 111]"
palu-tsunami_00000004,24,756,170,889,237,4232,dense,1.162475,dense,3,1,2,1,0,1,0.735242,,25|27,27,,0,0,5.0,3395,10,"[756, 170, 889, 237]"
mexico-earthquake_00000124,74,284,384,352,506,4224,dense,1.221896,dense,3,1,1,1,0,0,,over_split_fragment,50,50,,0,0,5.0,3396,31,"[284, 384, 352, 506]"
hurricane-harvey_00000135,64,162,931,245,993,4210,dense,1.088435,dense,2,1,1,1,0,1,0.952087,,59,59,,0,0,5.0,3397,14,"[162, 931, 245, 993]"
hurricane-harvey_00000479,191,213,961,334,1024,4210,dense,1.13798,dense,2,1,1,1,0,1,0.898324,,201,201,,0,0,5.0,3398,26,"[213, 961, 334, 1024]"
palu-tsunami_00000151,97,248,932,318,1024,4206,dense,1.203659,dense,2,1,1,1,0,1,0.844599,,107,107,,0,0,5.0,3399,29,"[248, 932, 318, 1024]"
hurricane-michael_00000342,17,628,404,683,513,4202,medium,0.0,sparse,0,1,2,2,1,1,0.577815,,14|16,14|16,16,1,1,5.0,3400,1,"[628, 404, 683, 513]"
palu-tsunami_00000120,115,68,843,166,911,4199,dense,1.402918,dense,3,1,1,1,0,1,0.880829,,133,133,,0,0,5.0,3401,34,"[68, 843, 166, 911]"
mexico-earthquake_00000188,36,890,148,964,257,4195,dense,0.837731,dense,2,1,1,1,0,1,0.775621,,76,76,,0,0,5.0,3402,40,"[890, 148, 964, 257]"
palu-tsunami_00000120,2,40,0,121,72,4181,dense,1.98939,dense,3,1,1,1,0,1,0.736253,,2,2,,0,0,5.0,3403,35,"[40, 0, 121, 72]"
santa-rosa-wildfire_00000213,69,327,449,388,547,4178,dense,0.987654,dense,2,1,1,1,0,1,0.830653,,78,78,,0,0,5.0,3404,20,"[327, 449, 388, 547]"
mexico-earthquake_00000121,29,836,112,937,173,4166,dense,1.454545,dense,3,1,1,1,0,0,,over_split_fragment,23,23,23,1,1,5.0,3405,45,"[836, 112, 937, 173]"
hurricane-harvey_00000353,39,639,151,698,271,4162,dense,1.325557,dense,3,1,1,1,0,1,0.857962,,33,33,,0,0,5.0,3406,3,"[639, 151, 698, 271]"
mexico-earthquake_00000005,31,299,135,365,245,4160,dense,0.884173,dense,2,1,1,1,0,1,0.883852,,35,35,,0,0,5.0,3407,37,"[299, 135, 365, 245]"
palu-tsunami_00000151,58,499,555,636,600,4160,dense,0.912867,dense,2,1,1,1,0,1,0.848292,,65,65,,0,0,5.0,3408,30,"[499, 555, 636, 600]"
palu-tsunami_00000041,16,798,557,872,651,4153,dense,0.917263,dense,2,1,1,1,0,1,0.918694,,17,17,,0,0,5.0,3409,3,"[798, 557, 872, 651]"
midwest-flooding_00000274,25,675,436,754,557,4149,dense,1.134001,dense,3,1,1,1,0,1,0.93033,,25,25,,0,0,5.0,3410,3,"[675, 436, 754, 557]"
palu-tsunami_00000091,40,832,215,918,287,4145,dense,0.980392,dense,2,1,1,1,0,1,0.586286,,51,51,,0,0,5.0,3411,34,"[832, 215, 918, 287]"
mexico-earthquake_00000178,17,376,207,461,296,4143,dense,0.877308,dense,2,1,2,1,0,1,0.707339,,24|26,26,,0,0,5.0,3412,15,"[376, 207, 461, 296]"
mexico-earthquake_00000178,26,200,337,320,406,4142,dense,0.817261,medium,2,1,1,1,0,1,0.766617,,39,39,,0,0,5.0,3413,16,"[200, 337, 320, 406]"
hurricane-harvey_00000127,31,32,564,79,676,4137,dense,1.023751,dense,2,1,1,1,0,1,0.908924,,27,27,,0,0,5.0,3414,4,"[32, 564, 79, 676]"
socal-fire_00000621,7,51,3,129,120,4135,dense,1.389918,dense,3,1,1,1,0,1,0.878011,,1,1,,0,0,5.0,3415,7,"[51, 3, 129, 120]"
midwest-flooding_00000004,28,377,548,488,594,4126,dense,1.038961,dense,2,1,1,1,0,1,0.760708,,22,22,,0,0,5.0,3416,4,"[377, 548, 488, 594]"
hurricane-harvey_00000223,101,501,530,562,653,4120,dense,0.855615,dense,2,1,1,1,0,1,0.855525,,120,120,,0,0,5.0,3417,35,"[501, 530, 562, 653]"
santa-rosa-wildfire_00000213,117,316,910,412,992,4102,dense,0.856164,dense,2,1,1,1,0,1,0.844637,,129,129,,0,0,5.0,3418,21,"[316, 910, 412, 992]"
palu-tsunami_00000143,18,610,515,680,591,4083,dense,1.066098,dense,2,1,1,1,0,0,,over_split_fragment,6,6,,0,0,5.0,3419,13,"[610, 515, 680, 591]"
santa-rosa-wildfire_00000236,16,144,143,241,198,4070,dense,1.043896,dense,2,1,1,1,0,1,0.888491,,21,21,,0,0,5.0,3420,9,"[144, 143, 241, 198]"
mexico-earthquake_00000061,152,395,738,457,844,4060,dense,0.933707,dense,2,1,1,1,0,1,0.706804,,167,167,,0,0,5.0,3421,52,"[395, 738, 457, 844]"
hurricane-harvey_00000143,6,373,19,429,126,4051,medium,0.0,sparse,0,1,2,2,1,1,0.577745,,3|7,3|7,3,1,1,5.0,3422,3,"[373, 19, 429, 126]"
mexico-earthquake_00000010,144,486,760,591,848,4047,dense,1.16786,dense,3,1,1,1,0,1,0.78656,,116,116,,0,0,5.0,3423,34,"[486, 760, 591, 848]"
palu-tsunami_00000062,162,192,744,246,846,4043,dense,1.53155,dense,3,1,1,1,0,1,0.877975,,211,211,,0,0,5.0,3424,56,"[192, 744, 246, 846]"
hurricane-matthew_00000105,43,729,879,831,955,4040,dense,0.860585,dense,2,1,1,1,0,1,0.739277,,48,48,,0,0,5.0,3425,16,"[729, 879, 831, 955]"
mexico-earthquake_00000010,126,205,655,268,756,4039,dense,0.954426,dense,2,1,1,1,0,0,,over_split_fragment,102,102,,0,0,5.0,3426,35,"[205, 655, 268, 756]"
hurricane-harvey_00000377,47,893,860,977,946,4023,dense,0.900901,dense,2,1,1,1,0,0,,over_split_fragment,46,46,,0,0,5.0,3427,9,"[893, 860, 977, 946]"
hurricane-harvey_00000453,62,372,648,433,756,4011,dense,0.930233,dense,2,1,1,1,0,1,0.863066,,59,59,,0,0,5.0,3428,14,"[372, 648, 433, 756]"
mexico-earthquake_00000080,136,341,774,429,868,4010,dense,1.249167,dense,3,1,1,1,0,1,0.908265,,97,97,,0,0,5.0,3429,39,"[341, 774, 429, 868]"
socal-fire_00001230,13,473,338,568,433,3998,dense,0.791108,medium,2,1,1,1,0,1,0.662592,,19,19,,0,0,5.0,3430,4,"[473, 338, 568, 433]"
hurricane-harvey_00000360,160,161,670,255,733,3979,dense,1.495066,dense,3,1,1,1,0,1,0.835325,,115,115,,0,0,5.0,3431,13,"[161, 670, 255, 733]"
hurricane-harvey_00000135,21,419,413,464,509,3958,dense,1.146789,dense,2,1,1,1,0,1,0.954478,,20,20,,0,0,5.0,3432,15,"[419, 413, 464, 509]"
mexico-earthquake_00000061,183,852,905,939,1024,3957,dense,1.315732,dense,3,1,1,1,0,1,0.681658,,205,205,,0,0,5.0,3433,53,"[852, 905, 939, 1024]"
socal-fire_00000498,19,902,63,981,167,3955,dense,1.248751,dense,3,1,1,1,0,1,0.78388,,17,17,,0,0,5.0,3434,3,"[902, 63, 981, 167]"
hurricane-michael_00000123,54,84,686,149,752,3953,dense,1.192606,dense,2,1,1,1,0,1,0.944526,,56,56,,0,0,5.0,3435,7,"[84, 686, 149, 752]"
hurricane-harvey_00000135,20,367,412,412,509,3951,dense,1.139666,dense,2,1,1,1,0,1,0.929444,,19,19,,0,0,5.0,3436,16,"[367, 412, 412, 509]"
mexico-earthquake_00000121,90,543,525,621,633,3951,dense,1.2283,dense,3,1,1,1,0,0,,over_split_fragment,74,74,,0,0,5.0,3437,46,"[543, 525, 621, 633]"
palu-tsunami_00000027,95,617,759,724,819,3945,dense,1.414827,dense,3,1,1,1,0,1,0.866187,,93,93,,0,0,5.0,3438,4,"[617, 759, 724, 819]"
hurricane-harvey_00000453,88,823,825,907,911,3943,dense,0.900901,dense,2,1,1,1,0,1,0.868409,,83,83,,0,0,5.0,3439,15,"[823, 825, 907, 911]"
socal-fire_00000483,4,126,37,198,139,3936,dense,0.885897,dense,2,1,1,1,0,1,0.885603,,6,6,,0,0,5.0,3440,2,"[126, 37, 198, 139]"
hurricane-harvey_00000377,34,444,654,505,737,3935,dense,1.088435,dense,2,1,2,1,0,1,0.5555,,33|37,33,,0,0,5.0,3441,10,"[444, 654, 505, 737]"
mexico-earthquake_00000012,43,106,313,227,379,3930,dense,1.247401,dense,3,1,2,1,0,1,0.502996,,49|53,53,,0,0,5.0,3442,26,"[106, 313, 227, 379]"
santa-rosa-wildfire_00000066,69,215,413,339,446,3926,dense,1.096732,dense,2,1,1,1,0,1,0.920623,,67,67,,0,0,5.0,3443,8,"[215, 413, 339, 446]"
hurricane-harvey_00000173,55,778,704,834,795,3915,dense,1.075269,dense,2,1,2,1,0,0,,over_split_fragment,58|63,63,,0,0,5.0,3444,7,"[778, 704, 834, 795]"
palu-tsunami_00000147,30,794,363,881,424,3908,dense,1.059603,dense,2,1,2,1,0,1,0.63211,,21|24,21,,0,0,5.0,3445,25,"[794, 363, 881, 424]"
palu-tsunami_00000181,99,879,433,997,478,3891,dense,1.554968,dense,3,1,1,1,0,1,0.826426,,125,125,,0,0,5.0,3446,45,"[879, 433, 997, 478]"
mexico-earthquake_00000080,145,371,826,468,924,3890,dense,0.766812,medium,2,1,1,1,0,1,0.870454,,102,102,,0,0,5.0,3447,40,"[371, 826, 468, 924]"
